ticket_id,order_date,restaurant,meal_period,menu_item,item_category,quantity,unit_price,revenue,booking_source,guest_count,table_id
R21153,2025-02-23,Bella Roma,Dinner,Penne Arrabbiata,Pasta,2,14,28,Phone,1,T25
R20028,2025-02-24,Il Capriccio,Dinner,Risotto ai Funghi,Pasta,1,19,19,Partner App,4,T22
R20719,2025-02-24,Bella Roma,Dinner,Diavola,Pizza,1,16,16,Phone,2,T16
R20815,2025-02-24,Il Capriccio,Dinner,Margherita Pizza,Pizza,2,14,28,Online,4,T11
R21070,2025-02-24,La Trattoria,Lunch,Panna Cotta,Dessert,1,7,7,Phone,2,T19
R20005,2025-02-25,La Trattoria,Dinner,Risotto ai Funghi,Pasta,1,19,19,Phone,2,T15
R20138,2025-02-25,Bella Roma,Dinner,Sparkling Water,Drinks,1,4,4,Phone,3,T03
R20348,2025-02-25,Il Capriccio,Lunch,Panna Cotta,Dessert,1,7,7,Phone,2,T05
R20363,2025-02-25,Bella Roma,Lunch,Panna Cotta,Dessert,2,7,14,Phone,2,T10
R20526,2025-02-25,Il Capriccio,Lunch,Tiramisu,Dessert,2,8,16,Online,2,T12
R20663,2025-02-25,Il Capriccio,Lunch,House Wine,Drinks,3,12,36,Walk-in,6,T02
R20754,2025-02-25,La Trattoria,Dinner,House Wine,Drinks,1,12,12,Phone,4,T24
R20247,2025-02-26,La Trattoria,Dinner,Risotto ai Funghi,Pasta,2,19,38,Phone,4,T13
R20289,2025-02-26,Il Capriccio,Lunch,Margherita Pizza,Pizza,1,14,14,Online,2,T24
R20427,2025-02-26,Bella Roma,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Online,3,T01
R20522,2025-02-26,Il Capriccio,Dinner,Quattro Stagioni,Pizza,1,18,18,Online,3,T12
R20565,2025-02-26,Bella Roma,Dinner,Tiramisu,Dessert,3,8,24,Phone,4,T11
R20581,2025-02-26,Bella Roma,Lunch,Sparkling Water,Drinks,1,4,4,Walk-in,3,T02
R20620,2025-02-26,Bella Roma,Lunch,Lasagna,Pasta,2,18,36,Partner App,4,T12
R20759,2025-02-26,Bella Roma,Lunch,Margherita Pizza,Pizza,1,14,14,Phone,6,T04
R20808,2025-02-26,Bella Roma,Lunch,Sparkling Water,Drinks,1,4,4,Phone,2,T12
R21016,2025-02-26,La Trattoria,Dinner,Quattro Stagioni,Pizza,1,18,18,Phone,2,T13
R20089,2025-02-27,La Trattoria,Lunch,Margherita Pizza,Pizza,2,14,28,Walk-in,4,T10
R20167,2025-02-27,La Trattoria,Lunch,Gelato,Dessert,1,6,6,Walk-in,2,T01
R20187,2025-02-27,Il Capriccio,Dinner,Penne Arrabbiata,Pasta,1,14,14,Phone,4,T18
R20226,2025-02-27,Bella Roma,Lunch,Espresso,Drinks,1,3,3,Online,1,T02
R20233,2025-02-27,Il Capriccio,Dinner,Lasagna,Pasta,3,18,54,Phone,3,T13
R20332,2025-02-27,La Trattoria,Lunch,Margherita Pizza,Pizza,1,14,14,Walk-in,5,T18
R20376,2025-02-27,Il Capriccio,Lunch,Margherita Pizza,Pizza,2,14,28,Phone,3,T13
R20406,2025-02-27,Bella Roma,Lunch,Espresso,Drinks,1,3,3,Partner App,1,T12
R20492,2025-02-27,Il Capriccio,Dinner,Quattro Stagioni,Pizza,1,18,18,Walk-in,2,T25
R20560,2025-02-27,Bella Roma,Dinner,Gelato,Dessert,2,6,12,Walk-in,6,T25
R20602,2025-02-27,Bella Roma,Dinner,Penne Arrabbiata,Pasta,1,14,14,Online,2,T24
R20624,2025-02-27,Bella Roma,Lunch,Sparkling Water,Drinks,1,4,4,Phone,2,T21
R20630,2025-02-27,La Trattoria,Dinner,Tiramisu,Dessert,2,8,16,Walk-in,2,T14
R20644,2025-02-27,Bella Roma,Lunch,Tiramisu,Dessert,1,8,8,Partner App,6,T20
R20725,2025-02-27,La Trattoria,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Walk-in,5,T15
R20842,2025-02-27,Bella Roma,Lunch,Sparkling Water,Drinks,1,4,4,Phone,2,T03
R20850,2025-02-27,Bella Roma,Dinner,Sparkling Water,Drinks,1,4,4,Partner App,4,T14
R20908,2025-02-27,Bella Roma,Dinner,Gelato,Dessert,1,6,6,Phone,2,T09
R21042,2025-02-27,Bella Roma,Dinner,Diavola,Pizza,1,16,16,Online,5,T21
R21060,2025-02-27,Il Capriccio,Dinner,Diavola,Pizza,1,16,16,Partner App,5,T03
R21088,2025-02-27,Bella Roma,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Partner App,3,T19
R21103,2025-02-27,La Trattoria,Dinner,Penne Arrabbiata,Pasta,2,14,28,Phone,1,T12
R20140,2025-02-28,Il Capriccio,Lunch,Penne Arrabbiata,Pasta,3,14,42,Online,6,T25
R20243,2025-02-28,Il Capriccio,Lunch,Tiramisu,Dessert,1,8,8,Walk-in,2,T21
R20268,2025-02-28,Bella Roma,Lunch,Lasagna,Pasta,1,18,18,Walk-in,1,T20
R20360,2025-02-28,Il Capriccio,Lunch,House Wine,Drinks,2,12,24,Walk-in,3,T12
R20370,2025-02-28,La Trattoria,Dinner,Diavola,Pizza,2,16,32,Partner App,3,T11
R20411,2025-02-28,Il Capriccio,Dinner,Sparkling Water,Drinks,1,4,4,Walk-in,4,T25
R20461,2025-02-28,Bella Roma,Lunch,House Wine,Drinks,1,12,12,Online,1,T09
R20462,2025-02-28,La Trattoria,Dinner,Quattro Stagioni,Pizza,1,18,18,Online,1,T14
R20639,2025-02-28,Il Capriccio,Dinner,Diavola,Pizza,1,16,16,Online,6,T20
R21057,2025-02-28,La Trattoria,Lunch,Margherita Pizza,Pizza,2,14,28,Partner App,1,T15
R21170,2025-02-28,Bella Roma,Lunch,Quattro Stagioni,Pizza,2,18,36,Online,3,T07
R20009,2025-03-01,Il Capriccio,Dinner,Risotto ai Funghi,Pasta,2,19,38,Phone,1,T17
R20153,2025-03-01,Il Capriccio,Lunch,Margherita Pizza,Pizza,1,14,14,Walk-in,3,T09
R20259,2025-03-01,Il Capriccio,Dinner,Risotto ai Funghi,Pasta,3,19,57,Walk-in,3,T06
R20574,2025-03-01,La Trattoria,Dinner,Risotto ai Funghi,Pasta,1,19,19,Online,2,T21
R20595,2025-03-01,Il Capriccio,Lunch,Margherita Pizza,Pizza,2,14,28,Partner App,3,T01
R20913,2025-03-01,Il Capriccio,Lunch,Margherita Pizza,Pizza,1,14,14,Partner App,4,T21
R20915,2025-03-01,Bella Roma,Dinner,Risotto ai Funghi,Pasta,2,19,38,Phone,1,T06
R21039,2025-03-01,Il Capriccio,Lunch,Panna Cotta,Dessert,1,7,7,Walk-in,3,T17
R20043,2025-03-02,La Trattoria,Dinner,Panna Cotta,Dessert,2,7,14,Partner App,2,T15
R20108,2025-03-02,La Trattoria,Dinner,Lasagna,Pasta,1,18,18,Partner App,3,T22
R20230,2025-03-02,Bella Roma,Dinner,Sparkling Water,Drinks,1,4,4,Walk-in,4,T01
R20313,2025-03-02,Il Capriccio,Lunch,Quattro Stagioni,Pizza,1,18,18,Partner App,1,T12
R20453,2025-03-02,La Trattoria,Lunch,Lasagna,Pasta,1,18,18,Online,5,T12
R20721,2025-03-02,Il Capriccio,Lunch,Diavola,Pizza,1,16,16,Online,3,T13
R20795,2025-03-02,Bella Roma,Lunch,House Wine,Drinks,1,12,12,Phone,4,T14
R20897,2025-03-02,Il Capriccio,Dinner,Quattro Stagioni,Pizza,1,18,18,Walk-in,3,T20
R20989,2025-03-02,La Trattoria,Dinner,Quattro Stagioni,Pizza,1,18,18,Walk-in,2,T14
R20031,2025-03-03,Il Capriccio,Dinner,House Wine,Drinks,1,12,12,Online,4,T06
R20041,2025-03-03,Il Capriccio,Dinner,Lasagna,Pasta,2,18,36,Online,4,T04
R20170,2025-03-03,Il Capriccio,Lunch,Espresso,Drinks,3,3,9,Walk-in,2,T08
R20260,2025-03-03,Il Capriccio,Dinner,Gelato,Dessert,1,6,6,Phone,4,T08
R20354,2025-03-03,La Trattoria,Lunch,Quattro Stagioni,Pizza,2,18,36,Phone,2,T04
R20413,2025-03-03,Bella Roma,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Partner App,6,T25
R20417,2025-03-03,Il Capriccio,Lunch,Risotto ai Funghi,Pasta,1,19,19,Partner App,1,T02
R20561,2025-03-03,Bella Roma,Dinner,Penne Arrabbiata,Pasta,1,14,14,Walk-in,2,T16
R20892,2025-03-03,Il Capriccio,Lunch,Diavola,Pizza,2,16,32,Online,2,T11
R21097,2025-03-03,Bella Roma,Dinner,Gelato,Dessert,2,6,12,Phone,3,T08
R21180,2025-03-03,La Trattoria,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Phone,2,T08
R20111,2025-03-04,La Trattoria,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Online,2,T16
R20234,2025-03-04,Il Capriccio,Dinner,Panna Cotta,Dessert,1,7,7,Partner App,3,T01
R20350,2025-03-04,La Trattoria,Dinner,Margherita Pizza,Pizza,1,14,14,Online,2,T05
R20479,2025-03-04,La Trattoria,Lunch,Espresso,Drinks,3,3,9,Partner App,2,T24
R20571,2025-03-04,La Trattoria,Dinner,Risotto ai Funghi,Pasta,1,19,19,Walk-in,2,T13
R20732,2025-03-04,La Trattoria,Lunch,Gelato,Dessert,3,6,18,Online,4,T04
R20835,2025-03-04,Il Capriccio,Dinner,Gelato,Dessert,3,6,18,Phone,1,T18
R20906,2025-03-04,La Trattoria,Lunch,Tiramisu,Dessert,1,8,8,Online,1,T24
R20916,2025-03-04,Bella Roma,Dinner,Diavola,Pizza,1,16,16,Phone,2,T12
R20963,2025-03-04,La Trattoria,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Partner App,4,T20
R21168,2025-03-04,Il Capriccio,Dinner,Penne Arrabbiata,Pasta,1,14,14,Phone,2,T25
R20282,2025-03-05,La Trattoria,Lunch,Penne Arrabbiata,Pasta,1,14,14,Walk-in,4,T08
R20697,2025-03-05,La Trattoria,Dinner,Quattro Stagioni,Pizza,1,18,18,Online,3,T08
R20776,2025-03-05,La Trattoria,Dinner,Lasagna,Pasta,1,18,18,Walk-in,2,T08
R20794,2025-03-05,La Trattoria,Lunch,House Wine,Drinks,1,12,12,Phone,4,T07
R20801,2025-03-05,Il Capriccio,Lunch,Diavola,Pizza,1,16,16,Partner App,6,T23
R20926,2025-03-05,La Trattoria,Dinner,Espresso,Drinks,1,3,3,Online,3,T14
R21078,2025-03-05,Il Capriccio,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Phone,1,T03
R21191,2025-03-05,Il Capriccio,Dinner,Panna Cotta,Dessert,1,7,7,Online,2,T17
R21196,2025-03-05,Bella Roma,Dinner,Panna Cotta,Dessert,2,7,14,Online,1,T01
R20344,2025-03-06,La Trattoria,Dinner,Risotto ai Funghi,Pasta,1,19,19,Walk-in,2,T18
R20369,2025-03-06,Bella Roma,Lunch,Panna Cotta,Dessert,1,7,7,Walk-in,3,T05
R20402,2025-03-06,Il Capriccio,Lunch,Espresso,Drinks,1,3,3,Partner App,4,T24
R20621,2025-03-06,Il Capriccio,Lunch,House Wine,Drinks,3,12,36,Walk-in,1,T18
R20640,2025-03-06,La Trattoria,Lunch,Sparkling Water,Drinks,1,4,4,Online,4,T08
R20720,2025-03-06,Bella Roma,Lunch,Penne Arrabbiata,Pasta,1,14,14,Phone,4,T16
R20802,2025-03-06,Il Capriccio,Dinner,Penne Arrabbiata,Pasta,1,14,14,Partner App,4,T24
R20806,2025-03-06,Il Capriccio,Lunch,Sparkling Water,Drinks,1,4,4,Walk-in,3,T18
R21011,2025-03-06,Bella Roma,Lunch,Sparkling Water,Drinks,1,4,4,Online,2,T20
R21110,2025-03-06,La Trattoria,Dinner,Lasagna,Pasta,1,18,18,Phone,2,T10
R20056,2025-03-07,La Trattoria,Dinner,Espresso,Drinks,1,3,3,Phone,6,T19
R20073,2025-03-07,Il Capriccio,Lunch,House Wine,Drinks,1,12,12,Online,2,T25
R20104,2025-03-07,Bella Roma,Dinner,Espresso,Drinks,1,3,3,Phone,1,T17
R20327,2025-03-07,Il Capriccio,Dinner,Quattro Stagioni,Pizza,1,18,18,Online,3,T10
R20396,2025-03-07,Bella Roma,Dinner,Sparkling Water,Drinks,1,4,4,Partner App,2,T09
R20515,2025-03-07,Bella Roma,Dinner,Espresso,Drinks,1,3,3,Walk-in,1,T09
R20582,2025-03-07,Bella Roma,Dinner,Penne Arrabbiata,Pasta,1,14,14,Partner App,3,T15
R20692,2025-03-07,Bella Roma,Dinner,Espresso,Drinks,1,3,3,Phone,3,T22
R20710,2025-03-07,Bella Roma,Lunch,Penne Arrabbiata,Pasta,1,14,14,Online,3,T23
R20789,2025-03-07,La Trattoria,Dinner,Diavola,Pizza,1,16,16,Phone,3,T06
R20932,2025-03-07,Bella Roma,Dinner,Gelato,Dessert,2,6,12,Walk-in,2,T04
R21144,2025-03-07,Il Capriccio,Dinner,Penne Arrabbiata,Pasta,3,14,42,Online,5,T07
R21175,2025-03-07,La Trattoria,Dinner,Gelato,Dessert,3,6,18,Phone,1,T05
R20048,2025-03-08,Bella Roma,Lunch,Sparkling Water,Drinks,1,4,4,Online,1,T22
R20119,2025-03-08,Bella Roma,Lunch,Espresso,Drinks,1,3,3,Online,2,T05
R20180,2025-03-08,Bella Roma,Lunch,Risotto ai Funghi,Pasta,1,19,19,Phone,3,T08
R20235,2025-03-08,Il Capriccio,Dinner,Risotto ai Funghi,Pasta,1,19,19,Walk-in,6,T10
R20242,2025-03-08,Il Capriccio,Lunch,Margherita Pizza,Pizza,1,14,14,Online,3,T16
R20347,2025-03-08,Bella Roma,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Phone,2,T11
R20438,2025-03-08,Bella Roma,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Phone,2,T10
R20521,2025-03-08,Il Capriccio,Dinner,Penne Arrabbiata,Pasta,1,14,14,Partner App,1,T14
R20635,2025-03-08,Bella Roma,Dinner,Risotto ai Funghi,Pasta,1,19,19,Walk-in,3,T06
R20796,2025-03-08,Bella Roma,Dinner,House Wine,Drinks,1,12,12,Walk-in,2,T12
R20863,2025-03-08,Il Capriccio,Dinner,Sparkling Water,Drinks,1,4,4,Online,3,T08
R20899,2025-03-08,Il Capriccio,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Phone,3,T21
R21162,2025-03-08,Il Capriccio,Dinner,Tiramisu,Dessert,1,8,8,Online,4,T05
R20204,2025-03-09,La Trattoria,Dinner,Gelato,Dessert,2,6,12,Partner App,5,T01
R20577,2025-03-09,Bella Roma,Dinner,Panna Cotta,Dessert,1,7,7,Partner App,5,T20
R20684,2025-03-09,Bella Roma,Lunch,Espresso,Drinks,3,3,9,Online,1,T01
R20713,2025-03-09,Il Capriccio,Dinner,House Wine,Drinks,1,12,12,Walk-in,3,T01
R20743,2025-03-09,Bella Roma,Lunch,Quattro Stagioni,Pizza,1,18,18,Partner App,4,T21
R21064,2025-03-09,La Trattoria,Dinner,Sparkling Water,Drinks,1,4,4,Walk-in,2,T01
R21080,2025-03-09,Bella Roma,Dinner,Risotto ai Funghi,Pasta,2,19,38,Partner App,2,T17
R20159,2025-03-10,Il Capriccio,Dinner,Diavola,Pizza,1,16,16,Phone,2,T24
R20279,2025-03-10,Bella Roma,Dinner,Lasagna,Pasta,1,18,18,Online,2,T25
R20336,2025-03-10,Il Capriccio,Dinner,Tiramisu,Dessert,2,8,16,Phone,3,T19
R20464,2025-03-10,Il Capriccio,Dinner,Tiramisu,Dessert,2,8,16,Phone,2,T06
R20508,2025-03-10,Il Capriccio,Lunch,Margherita Pizza,Pizza,1,14,14,Online,2,T03
R20651,2025-03-10,Bella Roma,Lunch,Panna Cotta,Dessert,1,7,7,Walk-in,1,T09
R20857,2025-03-10,Il Capriccio,Dinner,Gelato,Dessert,1,6,6,Partner App,4,T15
R20049,2025-03-11,Il Capriccio,Lunch,Risotto ai Funghi,Pasta,1,19,19,Online,3,T24
R20058,2025-03-11,La Trattoria,Lunch,Espresso,Drinks,1,3,3,Phone,6,T20
R20084,2025-03-11,La Trattoria,Lunch,Panna Cotta,Dessert,1,7,7,Phone,1,T07
R20123,2025-03-11,Il Capriccio,Lunch,Penne Arrabbiata,Pasta,1,14,14,Walk-in,2,T09
R20197,2025-03-11,La Trattoria,Lunch,Sparkling Water,Drinks,1,4,4,Partner App,1,T05
R20312,2025-03-11,La Trattoria,Lunch,Margherita Pizza,Pizza,1,14,14,Walk-in,3,T09
R20364,2025-03-11,Il Capriccio,Lunch,Sparkling Water,Drinks,1,4,4,Online,2,T10
R20525,2025-03-11,La Trattoria,Dinner,Quattro Stagioni,Pizza,3,18,54,Walk-in,1,T23
R20671,2025-03-11,Bella Roma,Lunch,Margherita Pizza,Pizza,2,14,28,Walk-in,4,T03
R21047,2025-03-11,Bella Roma,Dinner,Panna Cotta,Dessert,1,7,7,Online,2,T04
R20150,2025-03-12,Il Capriccio,Lunch,House Wine,Drinks,1,12,12,Walk-in,5,T24
R20192,2025-03-12,Il Capriccio,Dinner,Spaghetti Carbonara,Pasta,3,16,48,Partner App,2,T23
R20295,2025-03-12,Il Capriccio,Lunch,Diavola,Pizza,1,16,16,Online,4,T22
R20308,2025-03-12,La Trattoria,Dinner,Sparkling Water,Drinks,1,4,4,Phone,1,T16
R20549,2025-03-12,La Trattoria,Dinner,House Wine,Drinks,1,12,12,Walk-in,4,T06
R20554,2025-03-12,La Trattoria,Lunch,Risotto ai Funghi,Pasta,1,19,19,Phone,2,T23
R20626,2025-03-12,Bella Roma,Dinner,Lasagna,Pasta,2,18,36,Phone,4,T02
R20868,2025-03-12,Bella Roma,Dinner,Lasagna,Pasta,1,18,18,Walk-in,5,T12
R20025,2025-03-13,Il Capriccio,Lunch,House Wine,Drinks,3,12,36,Phone,2,T18
R20079,2025-03-13,La Trattoria,Lunch,Sparkling Water,Drinks,1,4,4,Partner App,2,T06
R20130,2025-03-13,Bella Roma,Dinner,Margherita Pizza,Pizza,1,14,14,Walk-in,3,T10
R20200,2025-03-13,Bella Roma,Lunch,Sparkling Water,Drinks,1,4,4,Walk-in,6,T15
R20225,2025-03-13,La Trattoria,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Phone,5,T12
R20291,2025-03-13,Bella Roma,Dinner,House Wine,Drinks,1,12,12,Online,2,T21
R20457,2025-03-13,La Trattoria,Lunch,Penne Arrabbiata,Pasta,1,14,14,Online,2,T17
R20498,2025-03-13,Il Capriccio,Dinner,Diavola,Pizza,1,16,16,Phone,2,T22
R20548,2025-03-13,Il Capriccio,Dinner,Risotto ai Funghi,Pasta,2,19,38,Walk-in,4,T01
R20599,2025-03-13,Bella Roma,Lunch,House Wine,Drinks,1,12,12,Online,1,T12
R20643,2025-03-13,Il Capriccio,Lunch,Penne Arrabbiata,Pasta,1,14,14,Walk-in,4,T01
R20771,2025-03-13,Bella Roma,Dinner,Gelato,Dessert,2,6,12,Online,5,T19
R20883,2025-03-13,Bella Roma,Lunch,Quattro Stagioni,Pizza,1,18,18,Walk-in,2,T02
R21066,2025-03-13,Il Capriccio,Lunch,Margherita Pizza,Pizza,1,14,14,Walk-in,1,T03
R20019,2025-03-14,Il Capriccio,Dinner,House Wine,Drinks,1,12,12,Phone,3,T12
R20330,2025-03-14,Il Capriccio,Lunch,Tiramisu,Dessert,3,8,24,Partner App,6,T12
R20459,2025-03-14,Bella Roma,Dinner,Panna Cotta,Dessert,2,7,14,Walk-in,1,T12
R20474,2025-03-14,Il Capriccio,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Phone,3,T13
R20518,2025-03-14,La Trattoria,Lunch,Espresso,Drinks,3,3,9,Online,1,T09
R20616,2025-03-14,Il Capriccio,Lunch,Risotto ai Funghi,Pasta,1,19,19,Partner App,2,T12
R20382,2025-03-15,La Trattoria,Lunch,Spaghetti Carbonara,Pasta,2,16,32,Partner App,2,T21
R20429,2025-03-15,Bella Roma,Dinner,Lasagna,Pasta,3,18,54,Phone,6,T10
R20578,2025-03-15,La Trattoria,Lunch,House Wine,Drinks,1,12,12,Online,2,T20
R20752,2025-03-15,Bella Roma,Dinner,Tiramisu,Dessert,1,8,8,Online,1,T12
R20780,2025-03-15,La Trattoria,Dinner,Diavola,Pizza,1,16,16,Online,3,T03
R20804,2025-03-15,La Trattoria,Lunch,Sparkling Water,Drinks,1,4,4,Partner App,2,T17
R20859,2025-03-15,La Trattoria,Lunch,Penne Arrabbiata,Pasta,1,14,14,Online,2,T23
R20903,2025-03-15,La Trattoria,Lunch,Panna Cotta,Dessert,1,7,7,Online,4,T24
R20917,2025-03-15,Il Capriccio,Dinner,Diavola,Pizza,1,16,16,Online,6,T12
R20116,2025-03-16,Bella Roma,Dinner,Tiramisu,Dessert,1,8,8,Online,2,T09
R20139,2025-03-16,Il Capriccio,Lunch,Margherita Pizza,Pizza,1,14,14,Partner App,4,T19
R20288,2025-03-16,La Trattoria,Dinner,Panna Cotta,Dessert,1,7,7,Online,4,T18
R20378,2025-03-16,Il Capriccio,Lunch,Quattro Stagioni,Pizza,2,18,36,Walk-in,1,T08
R20486,2025-03-16,La Trattoria,Dinner,Espresso,Drinks,1,3,3,Online,2,T06
R20516,2025-03-16,La Trattoria,Lunch,House Wine,Drinks,3,12,36,Walk-in,2,T23
R20556,2025-03-16,La Trattoria,Dinner,Diavola,Pizza,1,16,16,Partner App,1,T02
R20558,2025-03-16,Il Capriccio,Lunch,Panna Cotta,Dessert,1,7,7,Online,3,T18
R20618,2025-03-16,Il Capriccio,Lunch,Tiramisu,Dessert,1,8,8,Online,2,T13
R20737,2025-03-16,Bella Roma,Lunch,Quattro Stagioni,Pizza,2,18,36,Partner App,3,T16
R20787,2025-03-16,Bella Roma,Lunch,Penne Arrabbiata,Pasta,2,14,28,Phone,2,T06
R20919,2025-03-16,Bella Roma,Dinner,Quattro Stagioni,Pizza,2,18,36,Partner App,2,T07
R21043,2025-03-16,Il Capriccio,Lunch,Sparkling Water,Drinks,2,4,8,Phone,2,T06
R21105,2025-03-16,Bella Roma,Dinner,Spaghetti Carbonara,Pasta,1,16,16,Phone,2,T08
R20057,2025-03-17,La Trattoria,Dinner,Panna Cotta,Dessert,1,7,7,Online,2,T06
R20177,2025-03-17,Bella Roma,Lunch,Tiramisu,Dessert,1,8,8,Phone,3,T22
R20214,2025-03-17,Il Capriccio,Lunch,Quattro Stagioni,Pizza,1,18,18,Phone,4,T13
R20661,2025-03-17,Il Capriccio,Lunch,Sparkling Water,Drinks,2,4,8,Walk-in,1,T01
R20783,2025-03-17,Bella Roma,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Walk-in,2,T22
R20967,2025-03-17,Bella Roma,Dinner,Quattro Stagioni,Pizza,2,18,36,Walk-in,4,T05
R20026,2025-03-18,La Trattoria,Lunch,Gelato,Dessert,1,6,6,Partner App,6,T02
R20072,2025-03-18,La Trattoria,Lunch,Espresso,Drinks,1,3,3,Phone,4,T14
R20080,2025-03-18,Il Capriccio,Lunch,Espresso,Drinks,2,3,6,Walk-in,1,T13
R20443,2025-03-18,Il Capriccio,Lunch,Risotto ai Funghi,Pasta,1,19,19,Partner App,4,T05
R20601,2025-03-18,Il Capriccio,Dinner,Margherita Pizza,Pizza,1,14,14,Walk-in,2,T14
R20995,2025-03-18,Bella Roma,Dinner,Spaghetti Carbonara,Pasta,2,16,32,Walk-in,5,T02
R21033,2025-03-18,Bella Roma,Dinner,Diavola,Pizza,1,16,16,Partner App,3,T13
R20224,2025-03-19,La Trattoria,Lunch,Tiramisu,Dessert,1,8,8,Partner App,2,T25
R20228,2025-03-19,Il Capriccio,Dinner,House Wine,Drinks,1,12,12,Phone,4,T24
R20343,2025-03-19,Il Capriccio,Dinner,House Wine,Drinks,1,12,12,Phone,2,T25
R20351,2025-03-19,La Trattoria,Lunch,Risotto ai Funghi,Pasta,1,19,19,Online,3,T01
R20352,2025-03-19,Il Capriccio,Lunch,Penne Arrabbiata,Pasta,1,14,14,Phone,3,T19
R20374,2025-03-19,Bella Roma,Dinner,Panna Cotta,Dessert,1,7,7,Walk-in,2,T19
R20592,2025-03-19,Il Capriccio,Lunch,Quattro Stagioni,Pizza,3,18,54,Online,3,T13
R20686,2025-03-19,La Trattoria,Lunch,Tiramisu,Dessert,1,8,8,Partner App,2,T25
R20809,2025-03-19,La Trattoria,Dinner,Risotto ai Funghi,Pasta,1,19,19,Phone,3,T23
R20947,2025-03-19,Il Capriccio,Lunch,Spaghetti Carbonara,Pasta,1,16,16,Partner App,4,T01
R21037,2025-03-19,La Trattoria,Dinner,Quattro Stagioni,Pizza,1,18,18,Online,2,T06
R20000,2025-03-20,Bella Roma,Dinner,Sparkling Water,Drinks,1,4,4,Walk-in,2,T16
R20066,2025-03-20,La Trattoria,Lunch,Risotto ai Funghi,Pasta,1,19,19,Partner App,1,T23
R20190,2025-03-20,Il Capriccio,Dinner,Quattro Stagioni,Pizza,1,18,18,Partner App,3,T19
R20203,2025-03-20,Il Capriccio,Lunch,Espresso,Drinks,1,3,3,Online,4,T01
R20388,2025-03-20,Bella Roma,Dinner,Gelato,Dessert,1,6,6,Phone,4,T24
R20455,2025-03-20,La Trattoria,Lunch,Lasagna,Pasta,1,18,18,Phone,2,T21
R20527,2025-03-20,Bella Roma,Lunch,Quattro Stagioni,Pizza,1,18,18,Walk-in,3,T14
R20653,2025-03-20,Bella Roma,Lunch,Panna Cotta,Dessert,1,7,7,Partner App,3,T10
R20696,2025-03-20,Il Capriccio,Lunch,Diavola,Pizza,1,16,16,Phone,3,T04
R20847,2025-03-20,Il Capriccio,Lunch,Risotto ai Funghi,Pasta,2,19,38,Partner App,2,T23
R21082,2025-03-20,La Trattoria,Lunch,Lasagna,Pasta,1,18,18,Phone,1,T19
R21118,2025-03-20,La Trattoria,Dinner,Quattro Stagioni,Pizza,2,18,36,Partner App,2,T11
R21160,2025-03-20,Il Capriccio,Dinner,Diavola,Pizza,1,16,16,Online,1,T17
R21164,2025-03-20,La Trattoria,Lunch,Panna Cotta,Dessert,1,7,7,Partner App,4,T11
R21182,2025-03-20,Bella Roma,Dinner,Risotto ai Funghi,Pasta,1,19,19,Phone,5,T25
R20256,2025-03-21,Il Capriccio,Dinner,Margherita Pizza,Pizza,1,14,14,Walk-in,3,T07
R20284,2025-03-21,Bella Roma,Lunch,Diavola,Pizza,1,16,16,Online,3,T25
R20318,2025-03-21,Il Capriccio,Lunch,Tiramisu,Dessert,1,8,8,Partner App,2,T07
R20356,2025-03-21,Il Capriccio,Dinner,Lasagna,Pasta,1,18,18,Partner App,2,T23
R20385,2025-03-21,Il Capriccio,Lunch,Gelato,Dessert,1,6,6,Phone,3,T14
R20722,2025-03-21,Il Capriccio,Dinner,Gelato,Dessert,1,6,6,Partner App,3,T12
R20799,2025-03-21,Il Capriccio,Lunch,Margherita Pizza,Pizza,1,14,14,Phone,2,T03
R20879,2025-03-21,Bella Roma,Lunch,Gelato,Dessert,3,6,18,Partner App,2,T23
R21054,2025-03-21,La Trattoria,Dinner,Espresso,Drinks,1,3,3,Online,1,T02
R21179,2025-03-21,Il Capriccio,Dinner,Espresso,Drinks,1,3,3,Partner App,4,T10
R20051,2025-03-22,Il Capriccio,Dinner,Tiramisu,Dessert,1,8,8,Partner App,1,T02
R20151,2025-03-22,Il Capriccio,Lunch,Quattro Stagioni,Pizza,1,18,18,Walk-in,2,T09
R20271,2025-03-22,La Trattoria,Dinner,Panna Cotta,Dessert,1,7,7,Partner App,4,T21
R20315,2025-03-22,Bella Roma,Dinner,Sparkling Water,Drinks,1,4,4,Walk-in,4,T24
R20716,2025-03-22,Bella Roma,Dinner,Panna Cotta,Dessert,2,7,14,Phone,1,T12
R20777,2025-03-22,Bella Roma,Lunch,Lasagna,Pasta,1,18,18,Partner App,3,T14
