transaction_id,purchase_date,category,product_name,channel,customer_age_group,customer_gender,quantity,unit_price,discount_rate,revenue,customer_id
TX50304,2024-12-07,Books,Fiction Novel,Marketplace,18-25,M,1,14.4,0.2,14.4,U00112
TX51326,2024-12-07,Home,Rug,Marketplace,18-25,M,1,120,0,120,U00339
TX51624,2024-12-07,Electronics,Headphones,Marketplace,56+,M,2,80.1,0.1,160.2,U00137
TX52254,2024-12-07,Books,Cookbook,Web,46-55,F,1,25,0,25,U00849
TX52295,2024-12-07,Beauty,Skincare Set,Marketplace,56+,M,1,71.2,0.2,71.2,U00366
TX50179,2024-12-08,Books,Tech Manual,Marketplace,26-35,Other,1,40.5,0.1,40.5,U00755
TX51080,2024-12-08,Electronics,Smart Watch,Marketplace,56+,Other,1,199,0,199,U00431
TX51221,2024-12-08,Beauty,Face Mask,Web,26-35,M,1,16.2,0.1,16.2,U00616
TX51358,2024-12-08,Beauty,Face Mask,Web,26-35,M,1,18,0,18,U00149
TX51776,2024-12-08,Electronics,Bluetooth Speaker,Social Media,18-25,Other,1,79,0,79,U00132
TX52369,2024-12-08,Home,Rug,Web,36-45,F,1,96.0,0.2,96.0,U00401
TX50603,2024-12-09,Books,Tech Manual,Mobile App,56+,M,1,45,0,45,U00476
TX51116,2024-12-09,Books,Fiction Novel,Web,56+,M,1,14.4,0.2,14.4,U00623
TX51357,2024-12-09,Books,Tech Manual,Marketplace,26-35,Other,1,36.0,0.2,36.0,U00241
TX51373,2024-12-09,Beauty,Perfume,Marketplace,26-35,F,3,110,0,330,U00591
TX52158,2024-12-09,Electronics,Bluetooth Speaker,Social Media,56+,Other,1,79,0,79,U00168
TX50454,2024-12-10,Beauty,Lipstick,Social Media,26-35,F,2,22,0,44,U00199
TX51752,2024-12-10,Home,Bedsheet,Social Media,18-25,M,1,36.0,0.2,36.0,U00451
TX50076,2024-12-11,Beauty,Hair Dryer,Social Media,46-55,M,1,58.5,0.1,58.5,U00080
TX50162,2024-12-11,Books,Biography,Social Media,18-25,F,2,28,0,56,U00004
TX51295,2024-12-11,Books,Fiction Novel,Social Media,36-45,Other,2,14.4,0.2,28.8,U00398
TX51636,2024-12-11,Books,Biography,Social Media,56+,Other,1,22.4,0.2,22.4,U00535
TX50368,2024-12-12,Books,Fiction Novel,Marketplace,46-55,M,1,18,0,18,U00494
TX50742,2024-12-12,Books,Fiction Novel,Mobile App,56+,M,3,16.2,0.1,48.6,U00007
TX51018,2024-12-12,Books,Self-Help,Mobile App,46-55,M,3,17.6,0.2,52.8,U00092
TX51222,2024-12-12,Home,Rug,Web,46-55,F,1,96.0,0.2,96.0,U00470
TX51567,2024-12-12,Beauty,Skincare Set,Social Media,26-35,Other,1,71.2,0.2,71.2,U00039
TX52196,2024-12-12,Home,Curtain,Web,36-45,M,1,65,0,65,U00877
TX52402,2024-12-12,Beauty,Face Mask,Social Media,26-35,M,1,18,0,18,U00044
TX50504,2024-12-13,Clothing,T-Shirt,Social Media,56+,Other,1,25.2,0.1,25.2,U00089
TX50591,2024-12-13,Clothing,Jeans,Mobile App,26-35,F,1,65,0,65,U00332
TX50941,2024-12-13,Beauty,Face Mask,Marketplace,46-55,Other,1,14.4,0.2,14.4,U00732
TX51015,2024-12-13,Electronics,Headphones,Mobile App,46-55,F,1,71.2,0.2,71.2,U00092
TX51740,2024-12-13,Home,Rug,Mobile App,56+,F,2,120,0,240,U00294
TX51749,2024-12-13,Books,Cookbook,Mobile App,18-25,Other,1,25,0,25,U00634
TX51836,2024-12-13,Clothing,Dress,Web,36-45,M,1,75,0,75,U00573
TX52120,2024-12-13,Home,Lamp,Mobile App,36-45,M,1,55,0,55,U00238
TX50034,2024-12-14,Beauty,Skincare Set,Web,36-45,F,2,89,0,178,U00832
TX50083,2024-12-14,Clothing,Hoodie,Web,56+,Other,2,55,0,110,U00802
TX50190,2024-12-14,Clothing,Hoodie,Mobile App,36-45,F,1,55,0,55,U00378
TX50443,2024-12-14,Beauty,Perfume,Mobile App,26-35,M,1,88.0,0.2,88.0,U00711
TX50743,2024-12-14,Electronics,Headphones,Web,56+,Other,1,71.2,0.2,71.2,U00854
TX50788,2024-12-14,Electronics,Smart Watch,Social Media,36-45,F,2,199,0,398,U00707
TX51159,2024-12-14,Clothing,Sneakers,Social Media,56+,Other,1,95,0,95,U00773
TX51253,2024-12-14,Books,Cookbook,Web,18-25,Other,2,25,0,50,U00244
TX52006,2024-12-14,Books,Cookbook,Marketplace,26-35,F,1,25,0,25,U00661
TX52272,2024-12-14,Home,Pillow,Web,36-45,Other,1,35,0,35,U00338
TX52479,2024-12-14,Electronics,Bluetooth Speaker,Social Media,46-55,M,2,71.1,0.1,142.2,U00646
TX50451,2024-12-15,Clothing,Sneakers,Web,18-25,F,1,95,0,95,U00871
TX50708,2024-12-15,Clothing,Dress,Social Media,56+,Other,1,75,0,75,U00361
TX51643,2024-12-15,Clothing,T-Shirt,Web,18-25,Other,1,28,0,28,U00157
TX51923,2024-12-15,Home,Curtain,Web,56+,F,1,65,0,65,U00862
TX52485,2024-12-15,Clothing,Jeans,Social Media,36-45,F,1,65,0,65,U00091
TX50305,2024-12-16,Home,Curtain,Web,26-35,Other,1,65,0,65,U00884
TX50601,2024-12-16,Home,Rug,Social Media,18-25,F,1,120,0,120,U00306
TX51030,2024-12-16,Beauty,Face Mask,Web,46-55,Other,1,18,0,18,U00715
TX51205,2024-12-16,Beauty,Skincare Set,Social Media,18-25,F,3,89,0,267,U00821
TX51207,2024-12-16,Books,Tech Manual,Marketplace,36-45,Other,1,45,0,45,U00481
TX51778,2024-12-16,Books,Biography,Social Media,26-35,F,1,28,0,28,U00586
TX51832,2024-12-16,Clothing,Dress,Web,26-35,M,1,75,0,75,U00018
TX51870,2024-12-16,Electronics,Headphones,Mobile App,56+,F,1,80.1,0.1,80.1,U00242
TX51921,2024-12-16,Home,Rug,Mobile App,36-45,F,1,120,0,120,U00122
TX52275,2024-12-16,Clothing,T-Shirt,Mobile App,26-35,Other,1,25.2,0.1,25.2,U00254
TX51145,2024-12-17,Beauty,Skincare Set,Social Media,18-25,F,2,89,0,178,U00316
TX51191,2024-12-17,Clothing,Hoodie,Web,36-45,Other,1,55,0,55,U00728
TX51296,2024-12-17,Beauty,Face Mask,Mobile App,26-35,Other,1,14.4,0.2,14.4,U00801
TX51504,2024-12-17,Home,Lamp,Social Media,26-35,Other,1,55,0,55,U00082
TX51690,2024-12-17,Clothing,T-Shirt,Mobile App,26-35,M,2,28,0,56,U00799
TX51780,2024-12-17,Books,Cookbook,Web,46-55,M,1,25,0,25,U00137
TX52438,2024-12-17,Electronics,Bluetooth Speaker,Web,56+,F,2,79,0,158,U00007
TX50311,2024-12-18,Electronics,Charger,Web,46-55,Other,1,35,0,35,U00659
TX50341,2024-12-18,Clothing,T-Shirt,Social Media,56+,F,1,22.4,0.2,22.4,U00086
TX50636,2024-12-18,Home,Pillow,Marketplace,26-35,M,1,35,0,35,U00733
TX50646,2024-12-18,Home,Lamp,Mobile App,26-35,Other,1,55,0,55,U00571
TX50700,2024-12-18,Beauty,Skincare Set,Mobile App,36-45,M,1,89,0,89,U00252
TX50822,2024-12-18,Home,Rug,Marketplace,36-45,Other,1,120,0,120,U00340
TX50994,2024-12-18,Home,Bedsheet,Marketplace,26-35,M,2,45,0,90,U00725
TX51889,2024-12-18,Books,Fiction Novel,Social Media,56+,M,1,14.4,0.2,14.4,U00171
TX52365,2024-12-18,Books,Tech Manual,Web,26-35,Other,3,45,0,135,U00793
TX50058,2024-12-19,Books,Tech Manual,Social Media,46-55,Other,1,45,0,45,U00458
TX50740,2024-12-19,Clothing,T-Shirt,Social Media,18-25,M,1,28,0,28,U00376
TX51688,2024-12-19,Home,Pillow,Social Media,46-55,M,2,31.5,0.1,63.0,U00171
TX51998,2024-12-19,Electronics,Headphones,Social Media,56+,M,1,89,0,89,U00660
TX50082,2024-12-20,Home,Curtain,Social Media,18-25,F,2,65,0,130,U00563
TX51058,2024-12-20,Home,Lamp,Mobile App,56+,F,1,55,0,55,U00458
TX51181,2024-12-20,Books,Biography,Social Media,36-45,F,1,28,0,28,U00471
TX50128,2024-12-21,Clothing,Dress,Social Media,46-55,F,2,67.5,0.1,135.0,U00332
TX50189,2024-12-21,Books,Fiction Novel,Social Media,36-45,Other,1,18,0,18,U00030
TX50274,2024-12-21,Clothing,Hoodie,Mobile App,46-55,M,1,55,0,55,U00574
TX50999,2024-12-21,Beauty,Face Mask,Mobile App,26-35,Other,1,16.2,0.1,16.2,U00473
TX51799,2024-12-21,Home,Pillow,Marketplace,56+,Other,1,28.0,0.2,28.0,U00074
TX51958,2024-12-21,Books,Cookbook,Social Media,18-25,F,2,25,0,50,U00393
TX51981,2024-12-21,Home,Lamp,Marketplace,26-35,F,1,55,0,55,U00788
TX52118,2024-12-21,Beauty,Face Mask,Web,26-35,Other,2,18,0,36,U00559
TX52148,2024-12-21,Beauty,Perfume,Mobile App,46-55,F,1,110,0,110,U00551
TX52371,2024-12-21,Clothing,Hoodie,Marketplace,26-35,M,2,55,0,110,U00526
TX50255,2024-12-22,Clothing,T-Shirt,Social Media,36-45,Other,1,25.2,0.1,25.2,U00045
TX50510,2024-12-22,Electronics,Charger,Mobile App,26-35,M,1,35,0,35,U00014
TX50998,2024-12-22,Beauty,Lipstick,Marketplace,46-55,Other,1,22,0,22,U00884
TX51249,2024-12-22,Home,Lamp,Web,46-55,Other,3,38.5,0.3,115.5,U00659
TX51421,2024-12-22,Clothing,Sneakers,Social Media,26-35,F,1,95,0,95,U00244
TX51679,2024-12-22,Electronics,Headphones,Web,46-55,M,1,89,0,89,U00314
TX52169,2024-12-22,Beauty,Face Mask,Marketplace,36-45,Other,2,18,0,36,U00666
TX52437,2024-12-22,Electronics,Headphones,Social Media,46-55,M,2,89,0,178,U00876
TX50005,2024-12-23,Home,Curtain,Marketplace,46-55,F,2,65,0,130,U00772
TX50103,2024-12-23,Beauty,Skincare Set,Mobile App,26-35,F,1,80.1,0.1,80.1,U00874
TX50376,2024-12-23,Electronics,Smart Watch,Social Media,46-55,Other,2,179.1,0.1,358.2,U00225
TX50385,2024-12-23,Clothing,T-Shirt,Mobile App,26-35,Other,2,28,0,56,U00609
TX50600,2024-12-23,Electronics,Phone Case,Mobile App,56+,Other,2,22.5,0.1,45.0,U00021
TX50792,2024-12-23,Beauty,Lipstick,Mobile App,46-55,Other,1,17.6,0.2,17.6,U00267
TX50932,2024-12-23,Clothing,Jeans,Web,46-55,F,2,65,0,130,U00674
TX51143,2024-12-23,Electronics,Charger,Social Media,56+,M,3,31.5,0.1,94.5,U00597
TX51320,2024-12-23,Electronics,Charger,Web,46-55,F,3,35,0,105,U00257
TX51353,2024-12-23,Clothing,Dress,Marketplace,56+,Other,3,67.5,0.1,202.5,U00625
TX51938,2024-12-23,Electronics,Headphones,Web,36-45,F,1,71.2,0.2,71.2,U00162
TX52435,2024-12-23,Home,Curtain,Marketplace,26-35,M,1,65,0,65,U00668
TX50160,2024-12-24,Clothing,Sneakers,Social Media,18-25,M,1,95,0,95,U00024
TX50178,2024-12-24,Books,Tech Manual,Marketplace,36-45,M,1,36.0,0.2,36.0,U00804
TX50534,2024-12-24,Beauty,Face Mask,Web,18-25,Other,1,18,0,18,U00212
TX50569,2024-12-24,Electronics,Headphones,Social Media,18-25,F,1,89,0,89,U00080
TX50966,2024-12-24,Beauty,Lipstick,Social Media,26-35,Other,1,19.8,0.1,19.8,U00786
TX51137,2024-12-24,Electronics,Bluetooth Speaker,Marketplace,56+,F,1,63.2,0.2,63.2,U00424
TX51287,2024-12-24,Clothing,Sneakers,Web,56+,F,2,76.0,0.2,152.0,U00307
TX51451,2024-12-24,Home,Bedsheet,Web,36-45,M,1,40.5,0.1,40.5,U00825
TX52111,2024-12-24,Home,Curtain,Marketplace,36-45,Other,1,65,0,65,U00762
TX50296,2024-12-25,Beauty,Hair Dryer,Social Media,46-55,M,1,52.0,0.2,52.0,U00891
TX50557,2024-12-25,Clothing,Sneakers,Marketplace,56+,M,2,95,0,190,U00478
TX51106,2024-12-25,Books,Self-Help,Web,36-45,M,1,22,0,22,U00033
TX51322,2024-12-25,Beauty,Lipstick,Web,18-25,F,1,19.8,0.1,19.8,U00365
TX52105,2024-12-25,Beauty,Lipstick,Web,18-25,M,1,22,0,22,U00651
TX52341,2024-12-25,Books,Cookbook,Marketplace,46-55,M,2,22.5,0.1,45.0,U00622
TX50010,2024-12-26,Home,Lamp,Social Media,36-45,M,1,44.0,0.2,44.0,U00770
TX50497,2024-12-26,Home,Rug,Marketplace,36-45,M,1,108.0,0.1,108.0,U00417
TX50533,2024-12-26,Home,Lamp,Social Media,36-45,F,1,55,0,55,U00627
TX50981,2024-12-26,Electronics,Headphones,Web,26-35,M,1,89,0,89,U00759
TX51066,2024-12-26,Books,Cookbook,Mobile App,26-35,M,1,25,0,25,U00133
TX51135,2024-12-26,Electronics,Bluetooth Speaker,Social Media,18-25,M,2,71.1,0.1,142.2,U00040
TX51774,2024-12-26,Electronics,Phone Case,Web,46-55,F,1,25,0,25,U00885
TX52016,2024-12-26,Beauty,Face Mask,Web,36-45,M,1,18,0,18,U00332
TX52077,2024-12-26,Home,Pillow,Mobile App,36-45,Other,1,28.0,0.2,28.0,U00484
TX52390,2024-12-26,Books,Cookbook,Marketplace,46-55,F,2,25,0,50,U00524
TX52427,2024-12-26,Beauty,Skincare Set,Social Media,56+,Other,1,80.1,0.1,80.1,U00325
TX51463,2024-12-27,Beauty,Lipstick,Marketplace,26-35,M,1,22,0,22,U00130
TX51480,2024-12-27,Electronics,Phone Case,Marketplace,36-45,Other,1,22.5,0.1,22.5,U00146
TX51806,2024-12-27,Beauty,Lipstick,Social Media,36-45,Other,2,22,0,44,U00349
TX52301,2024-12-27,Beauty,Face Mask,Mobile App,46-55,M,1,16.2,0.1,16.2,U00698
TX50018,2024-12-28,Electronics,Smart Watch,Web,56+,Other,1,179.1,0.1,179.1,U00754
TX50450,2024-12-28,Clothing,Dress,Social Media,56+,F,1,75,0,75,U00688
TX50716,2024-12-28,Beauty,Lipstick,Web,46-55,M,1,22,0,22,U00540
TX50864,2024-12-28,Electronics,Charger,Marketplace,36-45,M,1,35,0,35,U00578
TX50872,2024-12-28,Electronics,Headphones,Mobile App,46-55,Other,1,80.1,0.1,80.1,U00387
TX51616,2024-12-28,Electronics,Headphones,Mobile App,26-35,M,2,80.1,0.1,160.2,U00762
TX51930,2024-12-28,Electronics,Smart Watch,Web,18-25,Other,1,159.2,0.2,159.2,U00433
TX51973,2024-12-28,Beauty,Face Mask,Mobile App,18-25,F,1,18,0,18,U00298
TX52153,2024-12-28,Clothing,Jeans,Mobile App,26-35,M,1,45.5,0.3,45.5,U00108
TX50459,2024-12-29,Clothing,Hoodie,Marketplace,18-25,Other,1,55,0,55,U00629
TX50790,2024-12-29,Beauty,Hair Dryer,Mobile App,26-35,Other,1,52.0,0.2,52.0,U00683
TX51481,2024-12-29,Electronics,Bluetooth Speaker,Marketplace,26-35,M,1,63.2,0.2,63.2,U00782
TX51527,2024-12-29,Books,Self-Help,Mobile App,56+,M,1,22,0,22,U00348
TX51849,2024-12-29,Books,Fiction Novel,Mobile App,18-25,Other,3,18,0,54,U00229
TX52026,2024-12-29,Electronics,Bluetooth Speaker,Marketplace,46-55,M,1,79,0,79,U00725
TX52027,2024-12-29,Books,Biography,Mobile App,18-25,M,2,28,0,56,U00123
TX52099,2024-12-29,Electronics,Charger,Marketplace,56+,M,1,35,0,35,U00460
TX52268,2024-12-29,Home,Lamp,Mobile App,36-45,Other,1,55,0,55,U00549
TX52277,2024-12-29,Books,Self-Help,Social Media,36-45,M,3,22,0,66,U00780
TX50582,2024-12-30,Clothing,Hoodie,Web,26-35,Other,2,44.0,0.2,88.0,U00885
TX50672,2024-12-30,Clothing,Sneakers,Mobile App,26-35,M,2,95,0,190,U00268
TX50679,2024-12-30,Beauty,Hair Dryer,Marketplace,26-35,Other,2,65,0,130,U00021
TX50794,2024-12-30,Home,Lamp,Mobile App,46-55,Other,1,55,0,55,U00748
TX50826,2024-12-30,Electronics,Smart Watch,Marketplace,36-45,F,1,159.2,0.2,159.2,U00715
TX50928,2024-12-30,Electronics,Phone Case,Social Media,36-45,Other,3,25,0,75,U00066
TX51087,2024-12-30,Clothing,Dress,Marketplace,18-25,F,1,67.5,0.1,67.5,U00570
TX51838,2024-12-30,Electronics,Phone Case,Social Media,46-55,F,1,25,0,25,U00608
TX51988,2024-12-30,Clothing,Hoodie,Mobile App,46-55,Other,1,55,0,55,U00242
TX52032,2024-12-30,Electronics,Smart Watch,Mobile App,46-55,Other,1,199,0,199,U00243
TX52155,2024-12-30,Clothing,T-Shirt,Web,36-45,M,1,28,0,28,U00865
TX52418,2024-12-30,Home,Bedsheet,Social Media,36-45,F,1,40.5,0.1,40.5,U00656
TX50500,2024-12-31,Home,Bedsheet,Web,18-25,M,3,36.0,0.2,108.0,U00108
TX50938,2024-12-31,Electronics,Phone Case,Marketplace,56+,M,1,25,0,25,U00386
TX51963,2024-12-31,Electronics,Charger,Marketplace,26-35,Other,1,35,0,35,U00824
TX50239,2025-01-01,Home,Rug,Mobile App,26-35,M,2,120,0,240,U00637
TX50344,2025-01-01,Beauty,Skincare Set,Mobile App,26-35,M,1,89,0,89,U00801
TX50511,2025-01-01,Home,Lamp,Social Media,56+,M,2,55,0,110,U00043
TX50632,2025-01-01,Clothing,Jeans,Mobile App,36-45,F,1,65,0,65,U00168
TX50933,2025-01-01,Home,Rug,Marketplace,26-35,F,1,120,0,120,U00388
TX51693,2025-01-01,Clothing,Jeans,Marketplace,36-45,M,1,65,0,65,U00373
TX51946,2025-01-01,Electronics,Phone Case,Mobile App,18-25,Other,1,25,0,25,U00210
TX52008,2025-01-01,Beauty,Face Mask,Social Media,46-55,Other,3,18,0,54,U00681
TX50373,2025-01-02,Books,Biography,Marketplace,46-55,F,1,28,0,28,U00615
TX52152,2025-01-02,Clothing,Jeans,Marketplace,46-55,F,2,65,0,130,U00145
TX52198,2025-01-02,Home,Pillow,Marketplace,18-25,F,1,31.5,0.1,31.5,U00260
TX52430,2025-01-02,Beauty,Face Mask,Web,18-25,M,1,18,0,18,U00793
TX52434,2025-01-02,Clothing,Dress,Web,18-25,F,1,75,0,75,U00370
TX50061,2025-01-03,Beauty,Perfume,Mobile App,26-35,Other,2,110,0,220,U00327
TX50295,2025-01-03,Books,Cookbook,Marketplace,18-25,Other,1,25,0,25,U00107
TX50455,2025-01-03,Clothing,Sneakers,Marketplace,46-55,Other,1,95,0,95,U00800
TX50690,2025-01-03,Home,Bedsheet,Social Media,36-45,F,2,45,0,90,U00649
TX50820,2025-01-03,Beauty,Face Mask,Marketplace,18-25,F,1,18,0,18,U00212
TX50960,2025-01-03,Clothing,Jeans,Marketplace,56+,Other,1,65,0,65,U00694
TX51446,2025-01-03,Beauty,Hair Dryer,Mobile App,56+,M,2,52.0,0.2,104.0,U00476
TX52184,2025-01-03,Electronics,Smart Watch,Mobile App,36-45,M,1,199,0,199,U00451
TX52363,2025-01-03,Beauty,Perfume,Web,26-35,Other,2,110,0,220,U00789
TX50718,2025-01-04,Home,Lamp,Marketplace,46-55,F,1,55,0,55,U00311
TX51531,2025-01-04,Beauty,Hair Dryer,Social Media,56+,Other,1,65,0,65,U00754
TX51779,2025-01-04,Clothing,T-Shirt,Web,36-45,Other,1,28,0,28,U00210
TX52081,2025-01-04,Clothing,T-Shirt,Mobile App,56+,Other,1,28,0,28,U00833
TX52087,2025-01-04,Beauty,Lipstick,Mobile App,56+,Other,1,22,0,22,U00861
TX52098,2025-01-04,Books,Fiction Novel,Social Media,46-55,M,1,18,0,18,U00683
TX52321,2025-01-04,Beauty,Face Mask,Marketplace,56+,F,1,18,0,18,U00708
TX52481,2025-01-04,Home,Rug,Social Media,18-25,F,2,120,0,240,U00360
TX50435,2025-01-05,Books,Biography,Web,46-55,M,1,28,0,28,U00337
TX51865,2025-01-05,Books,Tech Manual,Web,26-35,F,2,40.5,0.1,81.0,U00799
TX52058,2025-01-05,Beauty,Skincare Set,Marketplace,46-55,M,2,80.1,0.1,160.2,U00249
TX52428,2025-01-05,Home,Pillow,Marketplace,26-35,M,1,35,0,35,U00343
TX50039,2025-01-06,Home,Lamp,Social Media,18-25,Other,2,49.5,0.1,99.0,U00566
TX50150,2025-01-06,Clothing,Dress,Web,18-25,Other,1,75,0,75,U00512
TX50319,2025-01-06,Books,Tech Manual,Mobile App,36-45,Other,1,45,0,45,U00204
TX50590,2025-01-06,Books,Self-Help,Marketplace,46-55,F,2,22,0,44,U00267
TX50662,2025-01-06,Clothing,Dress,Mobile App,18-25,M,1,75,0,75,U00343
TX50870,2025-01-06,Electronics,Charger,Marketplace,26-35,F,1,31.5,0.1,31.5,U00662
TX51790,2025-01-06,Books,Self-Help,Mobile App,18-25,Other,1,15.4,0.3,15.4,U00343
TX52140,2025-01-06,Beauty,Perfume,Web,56+,Other,1,99.0,0.1,99.0,U00865
TX50324,2025-01-07,Books,Self-Help,Web,36-45,M,2,22,0,44,U00819
TX51187,2025-01-07,Books,Cookbook,Social Media,46-55,Other,1,25,0,25,U00407
TX51628,2025-01-07,Beauty,Hair Dryer,Mobile App,46-55,Other,1,58.5,0.1,58.5,U00840
TX51964,2025-01-07,Home,Pillow,Marketplace,46-55,F,1,35,0,35,U00760
TX51974,2025-01-07,Beauty,Hair Dryer,Web,26-35,Other,2,65,0,130,U00702
TX52250,2025-01-07,Electronics,Headphones,Marketplace,26-35,F,3,89,0,267,U00610
TX50702,2025-01-08,Clothing,Sneakers,Web,46-55,M,1,76.0,0.2,76.0,U00075
TX51987,2025-01-08,Books,Biography,Mobile App,36-45,Other,1,25.2,0.1,25.2,U00613
TX52310,2025-01-08,Books,Cookbook,Marketplace,18-25,Other,2,25,0,50,U00004
TX50303,2025-01-09,Home,Rug,Web,56+,F,2,120,0,240,U00571
TX50627,2025-01-09,Beauty,Face Mask,Social Media,18-25,F,2,18,0,36,U00532
TX51160,2025-01-09,Clothing,Sneakers,Marketplace,36-45,F,1,95,0,95,U00428
TX51490,2025-01-09,Clothing,Hoodie,Mobile App,46-55,M,1,55,0,55,U00608
TX52473,2025-01-09,Clothing,Hoodie,Marketplace,36-45,M,1,55,0,55,U00275
TX50249,2025-01-10,Electronics,Headphones,Social Media,56+,M,1,71.2,0.2,71.2,U00116
TX51082,2025-01-10,Beauty,Face Mask,Web,46-55,Other,1,16.2,0.1,16.2,U00469
TX51294,2025-01-10,Beauty,Perfume,Marketplace,18-25,F,1,110,0,110,U00642
TX51754,2025-01-10,Clothing,T-Shirt,Social Media,36-45,Other,3,22.4,0.2,67.2,U00251
TX51947,2025-01-10,Books,Fiction Novel,Marketplace,36-45,F,1,14.4,0.2,14.4,U00680
TX52342,2025-01-10,Beauty,Lipstick,Marketplace,46-55,F,2,22,0,44,U00325
TX50079,2025-01-11,Beauty,Face Mask,Marketplace,56+,Other,1,18,0,18,U00017
TX50085,2025-01-11,Beauty,Perfume,Web,18-25,F,2,110,0,220,U00879
TX50621,2025-01-11,Clothing,T-Shirt,Social Media,18-25,M,1,19.6,0.3,19.6,U00866
TX51119,2025-01-11,Electronics,Bluetooth Speaker,Web,46-55,F,1,71.1,0.1,71.1,U00550
TX51180,2025-01-11,Electronics,Phone Case,Marketplace,56+,F,1,22.5,0.1,22.5,U00817
TX51944,2025-01-11,Electronics,Smart Watch,Web,46-55,Other,2,199,0,398,U00238
TX52370,2025-01-11,Beauty,Lipstick,Social Media,36-45,Other,1,22,0,22,U00881
TX52386,2025-01-11,Books,Tech Manual,Marketplace,18-25,Other,1,40.5,0.1,40.5,U00371
TX50028,2025-01-12,Beauty,Hair Dryer,Marketplace,56+,M,1,65,0,65,U00117
TX50222,2025-01-12,Books,Self-Help,Marketplace,56+,M,1,22,0,22,U00726
TX50457,2025-01-12,Beauty,Lipstick,Web,46-55,F,1,17.6,0.2,17.6,U00859
TX50521,2025-01-12,Clothing,Dress,Web,46-55,M,1,75,0,75,U00221
TX50759,2025-01-12,Home,Rug,Social Media,56+,Other,1,120,0,120,U00606
TX50810,2025-01-12,Clothing,Hoodie,Marketplace,56+,M,3,49.5,0.1,148.5,U00153
TX50935,2025-01-12,Clothing,Hoodie,Mobile App,36-45,M,1,55,0,55,U00468
TX50997,2025-01-12,Electronics,Smart Watch,Social Media,26-35,F,2,199,0,398,U00435
TX51073,2025-01-12,Electronics,Bluetooth Speaker,Marketplace,18-25,M,1,71.1,0.1,71.1,U00432
TX52190,2025-01-12,Clothing,T-Shirt,Social Media,18-25,Other,2,22.4,0.2,44.8,U00482
TX52243,2025-01-12,Beauty,Lipstick,Marketplace,36-45,Other,1,17.6,0.2,17.6,U00520
TX52269,2025-01-12,Home,Pillow,Mobile App,36-45,M,1,35,0,35,U00436
TX50117,2025-01-13,Home,Curtain,Mobile App,36-45,F,1,65,0,65,U00575
TX50170,2025-01-13,Clothing,Jeans,Mobile App,18-25,M,2,65,0,130,U00297
TX50838,2025-01-13,Home,Lamp,Web,46-55,F,2,49.5,0.1,99.0,U00563
TX51431,2025-01-13,Home,Pillow,Mobile App,46-55,Other,3,35,0,105,U00325
TX51903,2025-01-13,Clothing,Jeans,Marketplace,46-55,M,1,58.5,0.1,58.5,U00107
TX52088,2025-01-13,Clothing,Sneakers,Web,56+,Other,2,95,0,190,U00472
TX52324,2025-01-13,Clothing,Dress,Social Media,56+,F,1,75,0,75,U00054
TX50545,2025-01-14,Clothing,Dress,Web,36-45,M,1,75,0,75,U00740
TX51385,2025-01-14,Clothing,Sneakers,Web,56+,M,1,95,0,95,U00854
TX51546,2025-01-14,Beauty,Lipstick,Social Media,18-25,F,2,17.6,0.2,35.2,U00511
TX51840,2025-01-14,Home,Curtain,Mobile App,26-35,Other,1,65,0,65,U00857
TX51858,2025-01-14,Clothing,Hoodie,Mobile App,18-25,Other,1,55,0,55,U00159
TX52018,2025-01-14,Electronics,Headphones,Marketplace,36-45,Other,1,89,0,89,U00712
TX52185,2025-01-14,Home,Bedsheet,Marketplace,46-55,F,1,45,0,45,U00511
TX50641,2025-01-15,Books,Biography,Mobile App,56+,F,1,28,0,28,U00173
TX51318,2025-01-15,Clothing,Jeans,Mobile App,46-55,M,1,65,0,65,U00255
TX51522,2025-01-15,Books,Fiction Novel,Web,46-55,F,1,18,0,18,U00620
TX51599,2025-01-15,Beauty,Skincare Set,Web,26-35,Other,1,71.2,0.2,71.2,U00886
TX51960,2025-01-15,Home,Bedsheet,Marketplace,56+,M,2,45,0,90,U00224
TX52239,2025-01-15,Electronics,Phone Case,Social Media,56+,M,1,25,0,25,U00277
TX52287,2025-01-15,Home,Curtain,Social Media,46-55,F,1,65,0,65,U00709
TX50390,2025-01-16,Books,Tech Manual,Marketplace,56+,M,2,36.0,0.2,72.0,U00292
TX50609,2025-01-16,Clothing,Sneakers,Marketplace,36-45,M,2,95,0,190,U00588
TX50837,2025-01-16,Books,Tech Manual,Marketplace,46-55,M,1,40.5,0.1,40.5,U00147
TX50909,2025-01-16,Beauty,Face Mask,Social Media,18-25,Other,1,16.2,0.1,16.2,U00328
TX50948,2025-01-16,Books,Cookbook,Web,18-25,M,2,25,0,50,U00187
TX50953,2025-01-16,Electronics,Phone Case,Web,26-35,M,2,22.5,0.1,45.0,U00351
TX51941,2025-01-16,Books,Biography,Marketplace,18-25,M,1,28,0,28,U00895
TX52093,2025-01-16,Clothing,T-Shirt,Marketplace,46-55,Other,2,28,0,56,U00249
TX52319,2025-01-16,Beauty,Skincare Set,Social Media,56+,F,1,89,0,89,U00834
TX52444,2025-01-16,Electronics,Bluetooth Speaker,Web,18-25,M,1,79,0,79,U00096
TX50753,2025-01-17,Home,Lamp,Social Media,18-25,Other,1,55,0,55,U00236
