order_id,order_date,store_location,drink_name,drink_type,quantity,unit_price,revenue,payment_method,customer_type,customer_id
ORD10434,2024-06-18,Seattle,Latte,hot,2,7.7,15.4,Apple Pay,Regular,C0346
ORD10484,2024-06-18,Manhattan,Matcha Latte,hot,1,7.2,7.2,Google Pay,Regular,C0081
ORD10698,2024-06-18,Austin,Hot Chocolate,hot,1,5.4,5.4,Credit Card,First-time,C0140
ORD11029,2024-06-18,Austin,Chai Latte,hot,1,5.5,5.5,Credit Card,Member,C0044
ORD11031,2024-06-18,Chicago,Espresso,hot,1,4.9,4.9,Credit Card,Member,C0011
ORD11753,2024-06-18,Brooklyn,Iced Coffee,cold,3,4.5,13.5,Cash,Regular,C0315
ORD12394,2024-06-18,Portland,Latte,hot,2,7.7,15.4,Cash,Regular,C0740
ORD12802,2024-06-18,Manhattan,Cappuccino,hot,2,6.0,12.0,Apple Pay,Member,C0337
ORD10756,2024-06-19,Portland,Mocha,hot,1,6.0,6.0,Cash,First-time,C0403
ORD11605,2024-06-19,Austin,Smoothie,cold,1,7.0,7.0,Google Pay,Member,C0006
ORD11939,2024-06-19,Brooklyn,Mocha,hot,1,8.4,8.4,Google Pay,Member,C0603
ORD12220,2024-06-19,Manhattan,Mocha,hot,1,7.2,7.2,Apple Pay,Member,C0308
ORD12349,2024-06-19,Queens,Iced Coffee,cold,2,5.4,10.8,Google Pay,Regular,C0702
ORD10064,2024-06-20,Brooklyn,Americano,hot,1,4.0,4.0,Cash,First-time,C0220
ORD10194,2024-06-20,Queens,Americano,hot,1,5.6,5.6,Google Pay,First-time,C0143
ORD10809,2024-06-20,Austin,Hot Chocolate,hot,2,4.5,9.0,Google Pay,Member,C0312
ORD10958,2024-06-20,Queens,Cappuccino,hot,2,6.0,12.0,Google Pay,Regular,C0252
ORD11277,2024-06-20,Queens,Frappuccino,cold,1,6.5,6.5,Cash,First-time,C0447
ORD11448,2024-06-20,Boston,Hot Chocolate,hot,2,5.4,10.8,Credit Card,First-time,C0705
ORD12538,2024-06-20,Portland,Chai Latte,hot,1,6.6,6.6,Apple Pay,Regular,C0200
ORD12891,2024-06-20,Boston,Latte,hot,1,5.5,5.5,Apple Pay,First-time,C0674
ORD10071,2024-06-21,Chicago,Mocha,hot,2,8.4,16.8,Apple Pay,Regular,C0482
ORD11239,2024-06-21,Manhattan,Mocha,hot,1,6.0,6.0,Credit Card,First-time,C0770
ORD11541,2024-06-21,Portland,Espresso,hot,1,4.2,4.2,Google Pay,Member,C0050
ORD11764,2024-06-21,Portland,Smoothie,cold,4,8.4,33.6,Credit Card,Member,C0565
ORD11854,2024-06-21,Boston,Latte,hot,1,6.6,6.6,Google Pay,Regular,C0629
ORD12014,2024-06-21,Boston,Espresso,hot,1,4.2,4.2,Google Pay,First-time,C0017
ORD12144,2024-06-21,Boston,Americano,hot,3,4.0,12.0,Cash,First-time,C0176
ORD12370,2024-06-21,Queens,Matcha Latte,hot,1,7.2,7.2,Cash,Member,C0703
ORD12695,2024-06-21,Brooklyn,Matcha Latte,hot,1,8.4,8.4,Google Pay,Regular,C0042
ORD12862,2024-06-21,Manhattan,Espresso,hot,2,4.2,8.4,Google Pay,First-time,C0522
ORD10131,2024-06-22,Brooklyn,Frappuccino,cold,4,6.5,26.0,Cash,First-time,C0742
ORD10202,2024-06-22,Queens,Hot Chocolate,hot,1,5.4,5.4,Cash,Regular,C0065
ORD10237,2024-06-22,Austin,Americano,hot,1,4.8,4.8,Credit Card,Regular,C0040
ORD10768,2024-06-22,Austin,Smoothie,cold,1,7.0,7.0,Google Pay,First-time,C0550
ORD10854,2024-06-22,Chicago,Cappuccino,hot,1,6.0,6.0,Google Pay,Member,C0784
ORD11034,2024-06-22,Seattle,Americano,hot,1,4.0,4.0,Apple Pay,Regular,C0022
ORD11253,2024-06-22,Austin,Chai Latte,hot,3,6.6,19.8,Google Pay,Regular,C0214
ORD12122,2024-06-22,Boston,Smoothie,cold,1,8.4,8.4,Google Pay,Member,C0698
ORD12392,2024-06-22,Seattle,Frappuccino,cold,1,9.1,9.1,Cash,Regular,C0561
ORD12505,2024-06-22,Boston,Iced Coffee,cold,2,5.4,10.8,Cash,Regular,C0206
ORD12517,2024-06-22,Brooklyn,Americano,hot,1,4.8,4.8,Apple Pay,Member,C0404
ORD12778,2024-06-22,Portland,Americano,hot,1,4.0,4.0,Credit Card,Regular,C0540
ORD10572,2024-06-23,Portland,Matcha Latte,hot,2,7.2,14.4,Google Pay,Member,C0577
ORD10720,2024-06-23,Chicago,Cold Brew,cold,1,5.0,5.0,Cash,Regular,C0679
ORD10936,2024-06-23,Queens,Espresso,hot,1,4.2,4.2,Apple Pay,First-time,C0109
ORD11052,2024-06-23,Brooklyn,Iced Coffee,cold,2,5.4,10.8,Google Pay,Regular,C0450
ORD11128,2024-06-23,Seattle,Smoothie,cold,3,8.4,25.2,Cash,Member,C0390
ORD11598,2024-06-23,Portland,Hot Chocolate,hot,1,6.3,6.3,Cash,Member,C0007
ORD11684,2024-06-23,Austin,Cold Brew,cold,1,5.0,5.0,Apple Pay,First-time,C0584
ORD12000,2024-06-23,Boston,Americano,hot,1,4.8,4.8,Credit Card,Member,C0333
ORD12616,2024-06-23,Brooklyn,Smoothie,cold,1,8.4,8.4,Apple Pay,Member,C0175
ORD12877,2024-06-23,Boston,Espresso,hot,1,3.5,3.5,Cash,Member,C0238
ORD10177,2024-06-24,Brooklyn,Matcha Latte,hot,2,6.0,12.0,Google Pay,Member,C0537
ORD10325,2024-06-24,Seattle,Matcha Latte,hot,1,7.2,7.2,Google Pay,First-time,C0714
ORD10654,2024-06-24,Brooklyn,Mocha,hot,1,6.0,6.0,Cash,First-time,C0551
ORD10737,2024-06-24,Manhattan,Frappuccino,cold,1,9.1,9.1,Apple Pay,Member,C0362
ORD11199,2024-06-24,Boston,Espresso,hot,1,3.5,3.5,Cash,Regular,C0429
ORD11396,2024-06-24,Manhattan,Espresso,hot,1,4.2,4.2,Cash,Member,C0766
ORD11767,2024-06-24,Austin,Smoothie,cold,1,7.0,7.0,Apple Pay,Member,C0086
ORD12423,2024-06-24,Austin,Latte,hot,1,7.7,7.7,Apple Pay,First-time,C0314
ORD12675,2024-06-24,Seattle,Chai Latte,hot,1,5.5,5.5,Credit Card,First-time,C0279
ORD10527,2024-06-25,Chicago,Hot Chocolate,hot,3,4.5,13.5,Cash,Regular,C0632
ORD10745,2024-06-25,Portland,Cappuccino,hot,1,6.0,6.0,Google Pay,Member,C0488
ORD10804,2024-06-25,Boston,Matcha Latte,hot,1,6.0,6.0,Apple Pay,Member,C0636
ORD11185,2024-06-25,Manhattan,Hot Chocolate,hot,1,5.4,5.4,Apple Pay,Member,C0612
ORD11707,2024-06-25,Queens,Chai Latte,hot,1,5.5,5.5,Google Pay,First-time,C0791
ORD11779,2024-06-25,Seattle,Matcha Latte,hot,1,8.4,8.4,Apple Pay,Member,C0773
ORD12097,2024-06-25,Brooklyn,Espresso,hot,1,4.2,4.2,Google Pay,Regular,C0689
ORD12591,2024-06-25,Chicago,Frappuccino,cold,1,9.1,9.1,Cash,Regular,C0186
ORD12904,2024-06-25,Queens,Chai Latte,hot,3,6.6,19.8,Cash,Regular,C0329
ORD10077,2024-06-26,Chicago,Hot Chocolate,hot,1,5.4,5.4,Apple Pay,Regular,C0431
ORD10371,2024-06-26,Portland,Americano,hot,1,4.8,4.8,Apple Pay,First-time,C0121
ORD10874,2024-06-26,Brooklyn,Hot Chocolate,hot,2,5.4,10.8,Apple Pay,Member,C0680
ORD10947,2024-06-26,Chicago,Latte,hot,1,6.6,6.6,Google Pay,Member,C0449
ORD11297,2024-06-26,Manhattan,Americano,hot,1,4.0,4.0,Credit Card,Regular,C0621
ORD11838,2024-06-26,Portland,Americano,hot,2,4.8,9.6,Google Pay,First-time,C0556
ORD12333,2024-06-26,Portland,Iced Coffee,cold,1,6.3,6.3,Apple Pay,Member,C0799
ORD12521,2024-06-26,Chicago,Smoothie,cold,2,8.4,16.8,Credit Card,Member,C0051
ORD10103,2024-06-27,Austin,Iced Coffee,cold,2,6.3,12.6,Apple Pay,Member,C0711
ORD11515,2024-06-27,Boston,Hot Chocolate,hot,2,4.5,9.0,Google Pay,Regular,C0551
ORD11679,2024-06-27,Queens,Frappuccino,cold,3,6.5,19.5,Cash,Member,C0314
ORD12192,2024-06-27,Manhattan,Cappuccino,hot,1,6.0,6.0,Cash,Regular,C0627
ORD12483,2024-06-27,Portland,Cold Brew,cold,2,5.0,10.0,Apple Pay,Member,C0300
ORD12530,2024-06-27,Austin,Espresso,hot,2,4.2,8.4,Apple Pay,First-time,C0719
ORD12553,2024-06-27,Seattle,Smoothie,cold,1,7.0,7.0,Google Pay,Regular,C0099
ORD10209,2024-06-28,Manhattan,Smoothie,cold,3,7.0,21.0,Google Pay,Member,C0655
ORD10344,2024-06-28,Portland,Chai Latte,hot,1,5.5,5.5,Apple Pay,Member,C0587
ORD10415,2024-06-28,Chicago,Cappuccino,hot,2,6.0,12.0,Cash,Regular,C0463
ORD10652,2024-06-28,Boston,Chai Latte,hot,1,5.5,5.5,Cash,Regular,C0702
ORD10710,2024-06-28,Austin,Mocha,hot,1,7.2,7.2,Apple Pay,First-time,C0251
ORD10844,2024-06-28,Brooklyn,Americano,hot,2,5.6,11.2,Apple Pay,Member,C0165
ORD11341,2024-06-28,Portland,Hot Chocolate,hot,1,4.5,4.5,Credit Card,Member,C0309
ORD11419,2024-06-28,Brooklyn,Matcha Latte,hot,1,7.2,7.2,Cash,Regular,C0334
ORD11845,2024-06-28,Chicago,Smoothie,cold,2,7.0,14.0,Google Pay,Regular,C0711
ORD11921,2024-06-28,Chicago,Hot Chocolate,hot,3,4.5,13.5,Apple Pay,Member,C0525
ORD10127,2024-06-29,Seattle,Chai Latte,hot,1,6.6,6.6,Cash,First-time,C0100
ORD10291,2024-06-29,Queens,Smoothie,cold,1,7.0,7.0,Credit Card,First-time,C0035
ORD11005,2024-06-29,Chicago,Chai Latte,hot,1,5.5,5.5,Credit Card,Regular,C0474
ORD11304,2024-06-29,Brooklyn,Frappuccino,cold,1,6.5,6.5,Apple Pay,First-time,C0420
ORD11790,2024-06-29,Brooklyn,Iced Coffee,cold,2,5.4,10.8,Cash,Regular,C0532
ORD12002,2024-06-29,Seattle,Frappuccino,cold,1,6.5,6.5,Credit Card,Member,C0004
ORD12225,2024-06-29,Brooklyn,Matcha Latte,hot,1,6.0,6.0,Google Pay,Regular,C0033
ORD10082,2024-06-30,Portland,Iced Coffee,cold,1,5.4,5.4,Apple Pay,First-time,C0011
ORD11270,2024-06-30,Chicago,Latte,hot,1,7.7,7.7,Cash,Regular,C0741
ORD11352,2024-06-30,Chicago,Cold Brew,cold,1,7.0,7.0,Apple Pay,Member,C0612
ORD11436,2024-06-30,Chicago,Hot Chocolate,hot,1,6.3,6.3,Apple Pay,Member,C0717
ORD12896,2024-06-30,Chicago,Mocha,hot,1,6.0,6.0,Google Pay,Member,C0798
ORD10390,2024-07-01,Manhattan,Hot Chocolate,hot,1,6.3,6.3,Cash,Regular,C0415
ORD10917,2024-07-01,Boston,Frappuccino,cold,1,9.1,9.1,Cash,Regular,C0358
ORD11141,2024-07-01,Queens,Latte,hot,1,6.6,6.6,Apple Pay,First-time,C0445
ORD11210,2024-07-01,Portland,Americano,hot,1,4.0,4.0,Credit Card,First-time,C0764
ORD11249,2024-07-01,Brooklyn,Iced Coffee,cold,1,5.4,5.4,Credit Card,First-time,C0794
ORD11384,2024-07-01,Queens,Cappuccino,hot,1,6.0,6.0,Credit Card,First-time,C0081
ORD11545,2024-07-01,Manhattan,Matcha Latte,hot,2,6.0,12.0,Credit Card,First-time,C0097
ORD11587,2024-07-01,Boston,Chai Latte,hot,3,7.7,23.1,Cash,First-time,C0208
ORD12638,2024-07-01,Brooklyn,Cappuccino,hot,1,5.0,5.0,Credit Card,First-time,C0138
ORD12725,2024-07-01,Austin,Mocha,hot,1,6.0,6.0,Google Pay,First-time,C0708
ORD10388,2024-07-02,Seattle,Frappuccino,cold,1,6.5,6.5,Credit Card,Regular,C0162
ORD10534,2024-07-02,Portland,Frappuccino,cold,1,6.5,6.5,Credit Card,Member,C0144
ORD10634,2024-07-02,Boston,Smoothie,cold,2,9.8,19.6,Cash,Regular,C0564
ORD11007,2024-07-02,Brooklyn,Chai Latte,hot,2,7.7,15.4,Cash,Regular,C0506
ORD11074,2024-07-02,Seattle,Smoothie,cold,1,8.4,8.4,Cash,Member,C0714
ORD11306,2024-07-02,Brooklyn,Espresso,hot,2,3.5,7.0,Apple Pay,Regular,C0010
ORD12096,2024-07-02,Queens,Cold Brew,cold,2,5.0,10.0,Google Pay,First-time,C0388
ORD12327,2024-07-02,Queens,Cold Brew,cold,1,7.0,7.0,Credit Card,First-time,C0378
ORD12823,2024-07-02,Manhattan,Americano,hot,1,4.8,4.8,Apple Pay,Member,C0282
ORD12876,2024-07-02,Chicago,Frappuccino,cold,1,6.5,6.5,Cash,Regular,C0632
ORD10321,2024-07-03,Brooklyn,Cappuccino,hot,2,6.0,12.0,Apple Pay,Regular,C0663
ORD10364,2024-07-03,Austin,Americano,hot,1,5.6,5.6,Google Pay,Member,C0560
ORD10421,2024-07-03,Chicago,Cappuccino,hot,1,6.0,6.0,Google Pay,Regular,C0100
ORD10568,2024-07-03,Manhattan,Americano,hot,1,4.0,4.0,Google Pay,Member,C0686
ORD11033,2024-07-03,Manhattan,Espresso,hot,1,3.5,3.5,Apple Pay,First-time,C0179
ORD11119,2024-07-03,Manhattan,Smoothie,cold,1,8.4,8.4,Google Pay,Member,C0757
ORD11741,2024-07-03,Queens,Mocha,hot,2,6.0,12.0,Google Pay,Member,C0165
ORD12300,2024-07-03,Portland,Cold Brew,cold,1,6.0,6.0,Apple Pay,First-time,C0068
ORD12398,2024-07-03,Seattle,Smoothie,cold,1,7.0,7.0,Credit Card,Regular,C0037
ORD12667,2024-07-03,Chicago,Matcha Latte,hot,1,6.0,6.0,Google Pay,Member,C0620
ORD10106,2024-07-04,Boston,Hot Chocolate,hot,1,4.5,4.5,Apple Pay,First-time,C0135
ORD10139,2024-07-04,Austin,Matcha Latte,hot,3,7.2,21.6,Credit Card,Member,C0283
ORD10830,2024-07-04,Boston,Chai Latte,hot,1,5.5,5.5,Google Pay,First-time,C0123
ORD11008,2024-07-04,Portland,Frappuccino,cold,3,7.8,23.4,Cash,Regular,C0201
ORD11294,2024-07-04,Seattle,Cold Brew,cold,1,6.0,6.0,Google Pay,Regular,C0499
ORD11782,2024-07-04,Brooklyn,Chai Latte,hot,1,7.7,7.7,Google Pay,Member,C0761
ORD12432,2024-07-04,Portland,Smoothie,cold,3,8.4,25.2,Google Pay,Member,C0274
ORD12461,2024-07-04,Portland,Chai Latte,hot,1,5.5,5.5,Credit Card,Member,C0089
ORD10044,2024-07-05,Manhattan,Iced Coffee,cold,1,4.5,4.5,Credit Card,Member,C0799
ORD10489,2024-07-05,Boston,Cappuccino,hot,1,6.0,6.0,Credit Card,Member,C0364
ORD10532,2024-07-05,Austin,Cold Brew,cold,1,5.0,5.0,Cash,First-time,C0758
ORD10800,2024-07-05,Manhattan,Cappuccino,hot,1,6.0,6.0,Credit Card,Member,C0376
ORD11130,2024-07-05,Queens,Matcha Latte,hot,2,7.2,14.4,Credit Card,Member,C0010
ORD11326,2024-07-05,Boston,Chai Latte,hot,1,6.6,6.6,Cash,Regular,C0285
ORD11588,2024-07-05,Manhattan,Cold Brew,cold,2,7.0,14.0,Credit Card,Member,C0567
ORD11690,2024-07-05,Seattle,Iced Coffee,cold,1,4.5,4.5,Cash,Member,C0720
ORD11904,2024-07-05,Seattle,Cappuccino,hot,2,5.0,10.0,Credit Card,Member,C0082
ORD12275,2024-07-05,Boston,Iced Coffee,cold,1,4.5,4.5,Google Pay,Member,C0787
ORD12325,2024-07-05,Austin,Chai Latte,hot,1,5.5,5.5,Credit Card,First-time,C0466
ORD12445,2024-07-05,Boston,Smoothie,cold,2,9.8,19.6,Cash,Member,C0231
ORD10585,2024-07-06,Boston,Cold Brew,cold,1,6.0,6.0,Apple Pay,Member,C0411
ORD10603,2024-07-06,Portland,Americano,hot,1,4.0,4.0,Cash,Member,C0294
ORD10734,2024-07-06,Manhattan,Chai Latte,hot,1,5.5,5.5,Google Pay,First-time,C0082
ORD11173,2024-07-06,Queens,Matcha Latte,hot,1,6.0,6.0,Google Pay,Member,C0175
ORD11498,2024-07-06,Boston,Hot Chocolate,hot,1,5.4,5.4,Cash,Member,C0384
ORD11862,2024-07-06,Chicago,Latte,hot,2,7.7,15.4,Apple Pay,First-time,C0557
ORD12152,2024-07-06,Seattle,Cold Brew,cold,1,7.0,7.0,Credit Card,Regular,C0437
ORD12991,2024-07-06,Queens,Cold Brew,cold,1,5.0,5.0,Credit Card,Member,C0164
ORD10357,2024-07-07,Portland,Americano,hot,1,5.6,5.6,Cash,First-time,C0694
ORD10805,2024-07-07,Brooklyn,Espresso,hot,3,4.2,12.6,Credit Card,Member,C0184
ORD10890,2024-07-07,Portland,Latte,hot,2,7.7,15.4,Credit Card,First-time,C0679
ORD11368,2024-07-07,Portland,Cold Brew,cold,1,6.0,6.0,Google Pay,Member,C0436
ORD11742,2024-07-07,Manhattan,Cold Brew,cold,2,5.0,10.0,Google Pay,Member,C0728
ORD10774,2024-07-08,Queens,Frappuccino,cold,1,7.8,7.8,Cash,Regular,C0648
ORD10911,2024-07-08,Manhattan,Chai Latte,hot,1,5.5,5.5,Google Pay,Member,C0480
ORD11006,2024-07-08,Seattle,Frappuccino,cold,1,7.8,7.8,Apple Pay,First-time,C0727
ORD11474,2024-07-08,Brooklyn,Hot Chocolate,hot,1,4.5,4.5,Credit Card,Regular,C0575
ORD11543,2024-07-08,Chicago,Iced Coffee,cold,2,5.4,10.8,Credit Card,First-time,C0274
ORD11737,2024-07-08,Queens,Cappuccino,hot,2,5.0,10.0,Credit Card,First-time,C0060
ORD12008,2024-07-08,Portland,Smoothie,cold,1,9.8,9.8,Apple Pay,First-time,C0414
ORD12317,2024-07-08,Portland,Iced Coffee,cold,4,5.4,21.6,Google Pay,Regular,C0340
ORD12763,2024-07-08,Portland,Cold Brew,cold,2,6.0,12.0,Credit Card,Member,C0067
ORD12961,2024-07-08,Brooklyn,Frappuccino,cold,2,6.5,13.0,Google Pay,Member,C0013
ORD10612,2024-07-09,Manhattan,Iced Coffee,cold,1,5.4,5.4,Cash,Regular,C0273
ORD10822,2024-07-09,Portland,Iced Coffee,cold,1,6.3,6.3,Credit Card,Regular,C0746
ORD11932,2024-07-09,Boston,Mocha,hot,1,7.2,7.2,Apple Pay,First-time,C0681
ORD12313,2024-07-09,Brooklyn,Mocha,hot,1,7.2,7.2,Apple Pay,Member,C0666
ORD12594,2024-07-09,Seattle,Chai Latte,hot,1,5.5,5.5,Cash,First-time,C0231
ORD12783,2024-07-09,Portland,Mocha,hot,2,7.2,14.4,Cash,Regular,C0384
ORD10334,2024-07-10,Queens,Matcha Latte,hot,1,7.2,7.2,Google Pay,Member,C0191
ORD10516,2024-07-10,Boston,Frappuccino,cold,1,9.1,9.1,Cash,Member,C0527
ORD10653,2024-07-10,Brooklyn,Cappuccino,hot,2,5.0,10.0,Cash,Member,C0015
ORD10831,2024-07-10,Manhattan,Mocha,hot,1,6.0,6.0,Apple Pay,Member,C0710
ORD11044,2024-07-10,Brooklyn,Americano,hot,2,4.0,8.0,Apple Pay,Regular,C0598
ORD11109,2024-07-10,Queens,Espresso,hot,1,4.2,4.2,Credit Card,Member,C0581
ORD11174,2024-07-10,Austin,Hot Chocolate,hot,1,5.4,5.4,Credit Card,Member,C0307
ORD11551,2024-07-10,Boston,Espresso,hot,2,4.2,8.4,Cash,Member,C0514
ORD11793,2024-07-10,Queens,Iced Coffee,cold,1,5.4,5.4,Credit Card,Member,C0379
ORD11850,2024-07-10,Portland,Cold Brew,cold,2,7.0,14.0,Credit Card,First-time,C0504
ORD11873,2024-07-10,Boston,Chai Latte,hot,2,5.5,11.0,Cash,Member,C0630
ORD11917,2024-07-10,Austin,Frappuccino,cold,1,6.5,6.5,Google Pay,First-time,C0769
ORD12443,2024-07-10,Austin,Hot Chocolate,hot,2,6.3,12.6,Cash,Regular,C0155
ORD12590,2024-07-10,Portland,Latte,hot,1,6.6,6.6,Cash,Regular,C0332
ORD10544,2024-07-11,Seattle,Matcha Latte,hot,1,8.4,8.4,Apple Pay,Member,C0494
ORD10825,2024-07-11,Manhattan,Cold Brew,cold,2,5.0,10.0,Cash,First-time,C0474
ORD11807,2024-07-11,Manhattan,Hot Chocolate,hot,1,4.5,4.5,Cash,Member,C0628
ORD12393,2024-07-11,Queens,Matcha Latte,hot,3,7.2,21.6,Cash,First-time,C0283
ORD12880,2024-07-11,Portland,Hot Chocolate,hot,1,4.5,4.5,Credit Card,Regular,C0389
ORD10005,2024-07-12,Portland,Hot Chocolate,hot,2,6.3,12.6,Cash,First-time,C0072
ORD11019,2024-07-12,Brooklyn,Americano,hot,1,5.6,5.6,Credit Card,Member,C0626
ORD11076,2024-07-12,Seattle,Espresso,hot,1,3.5,3.5,Credit Card,Regular,C0432
ORD11242,2024-07-12,Seattle,Cold Brew,cold,2,5.0,10.0,Cash,First-time,C0573
ORD11495,2024-07-12,Chicago,Smoothie,cold,1,7.0,7.0,Apple Pay,First-time,C0081
ORD11715,2024-07-12,Boston,Latte,hot,1,5.5,5.5,Google Pay,First-time,C0399
ORD11832,2024-07-12,Manhattan,Frappuccino,cold,1,7.8,7.8,Cash,Regular,C0591
ORD12068,2024-07-12,Boston,Hot Chocolate,hot,2,4.5,9.0,Apple Pay,First-time,C0123
ORD12249,2024-07-12,Brooklyn,Frappuccino,cold,1,9.1,9.1,Google Pay,Regular,C0300
ORD12326,2024-07-12,Seattle,Americano,hot,1,4.0,4.0,Google Pay,First-time,C0783
ORD12405,2024-07-12,Manhattan,Americano,hot,1,5.6,5.6,Cash,Regular,C0030
ORD12441,2024-07-12,Austin,Iced Coffee,cold,2,5.4,10.8,Google Pay,Regular,C0739
ORD12612,2024-07-12,Queens,Chai Latte,hot,2,6.6,13.2,Credit Card,Member,C0230
ORD12724,2024-07-12,Queens,Cappuccino,hot,1,5.0,5.0,Google Pay,Member,C0620
ORD12851,2024-07-12,Queens,Cold Brew,cold,1,5.0,5.0,Google Pay,Regular,C0203
ORD10298,2024-07-13,Boston,Latte,hot,2,6.6,13.2,Credit Card,Member,C0445
ORD10682,2024-07-13,Queens,Iced Coffee,cold,1,5.4,5.4,Cash,Regular,C0149
ORD10866,2024-07-13,Chicago,Iced Coffee,cold,4,5.4,21.6,Credit Card,First-time,C0251
ORD11394,2024-07-13,Manhattan,Matcha Latte,hot,1,6.0,6.0,Google Pay,First-time,C0129
ORD11630,2024-07-13,Brooklyn,Cappuccino,hot,4,6.0,24.0,Credit Card,Regular,C0775
ORD11633,2024-07-13,Chicago,Cold Brew,cold,4,5.0,20.0,Apple Pay,Member,C0067
ORD11897,2024-07-13,Portland,Espresso,hot,3,4.2,12.6,Apple Pay,Member,C0022
ORD12040,2024-07-13,Brooklyn,Matcha Latte,hot,2,7.2,14.4,Apple Pay,Regular,C0088
ORD12203,2024-07-13,Brooklyn,Smoothie,cold,2,7.0,14.0,Cash,First-time,C0683
ORD11144,2024-07-14,Boston,Iced Coffee,cold,1,4.5,4.5,Credit Card,Member,C0657
ORD11278,2024-07-14,Chicago,Hot Chocolate,hot,1,5.4,5.4,Credit Card,Regular,C0107
ORD11281,2024-07-14,Seattle,Frappuccino,cold,4,6.5,26.0,Google Pay,Member,C0661
ORD11667,2024-07-14,Portland,Cappuccino,hot,2,6.0,12.0,Cash,First-time,C0709
ORD11786,2024-07-14,Queens,Cold Brew,cold,1,6.0,6.0,Cash,Regular,C0608
ORD12269,2024-07-14,Manhattan,Iced Coffee,cold,1,5.4,5.4,Google Pay,First-time,C0746
ORD12425,2024-07-14,Portland,Frappuccino,cold,1,9.1,9.1,Cash,Regular,C0465
ORD11405,2024-07-15,Brooklyn,Latte,hot,1,6.6,6.6,Google Pay,Regular,C0392
ORD11406,2024-07-15,Manhattan,Espresso,hot,1,3.5,3.5,Google Pay,First-time,C0054
ORD11440,2024-07-15,Queens,Americano,hot,1,5.6,5.6,Cash,Member,C0532
ORD11566,2024-07-15,Chicago,Cold Brew,cold,1,6.0,6.0,Cash,Regular,C0625
ORD12765,2024-07-15,Portland,Hot Chocolate,hot,1,6.3,6.3,Cash,Member,C0681
ORD12768,2024-07-15,Queens,Chai Latte,hot,1,5.5,5.5,Google Pay,First-time,C0541
ORD10014,2024-07-16,Boston,Matcha Latte,hot,1,7.2,7.2,Credit Card,First-time,C0739
ORD10206,2024-07-16,Queens,Frappuccino,cold,2,6.5,13.0,Apple Pay,Regular,C0745
ORD10553,2024-07-16,Brooklyn,Latte,hot,1,7.7,7.7,Google Pay,Regular,C0621
ORD11718,2024-07-16,Austin,Matcha Latte,hot,1,8.4,8.4,Google Pay,First-time,C0521
ORD12147,2024-07-16,Austin,Latte,hot,2,6.6,13.2,Apple Pay,Member,C0230
ORD12422,2024-07-16,Chicago,Cappuccino,hot,1,7.0,7.0,Cash,Regular,C0182
ORD12427,2024-07-16,Portland,Latte,hot,4,7.7,30.8,Cash,Regular,C0162
ORD12516,2024-07-16,Seattle,Matcha Latte,hot,3,7.2,21.6,Google Pay,First-time,C0152
ORD12558,2024-07-16,Seattle,Espresso,hot,2,4.2,8.4,Credit Card,First-time,C0345
ORD10402,2024-07-17,Queens,Americano,hot,1,4.0,4.0,Apple Pay,First-time,C0029
ORD11689,2024-07-17,Portland,Smoothie,cold,2,7.0,14.0,Apple Pay,Member,C0380
ORD11738,2024-07-17,Brooklyn,Espresso,hot,2,3.5,7.0,Credit Card,Regular,C0665
ORD11766,2024-07-17,Portland,Smoothie,cold,1,7.0,7.0,Google Pay,Member,C0725
ORD12102,2024-07-17,Seattle,Cappuccino,hot,1,5.0,5.0,Apple Pay,Regular,C0050
ORD12206,2024-07-17,Queens,Espresso,hot,2,3.5,7.0,Credit Card,First-time,C0798
ORD12373,2024-07-17,Boston,Frappuccino,cold,1,7.8,7.8,Cash,Member,C0513
ORD12950,2024-07-17,Chicago,Latte,hot,1,7.7,7.7,Google Pay,Regular,C0043
ORD10030,2024-07-18,Boston,Mocha,hot,1,8.4,8.4,Google Pay,Regular,C0195
ORD10067,2024-07-18,Chicago,Matcha Latte,hot,2,7.2,14.4,Cash,Member,C0225
ORD10702,2024-07-18,Brooklyn,Mocha,hot,2,6.0,12.0,Credit Card,Member,C0424
ORD10760,2024-07-18,Queens,Smoothie,cold,1,7.0,7.0,Credit Card,First-time,C0725
ORD11799,2024-07-18,Seattle,Mocha,hot,2,6.0,12.0,Credit Card,Member,C0253
ORD12055,2024-07-18,Austin,Iced Coffee,cold,2,6.3,12.6,Credit Card,Regular,C0413
ORD12671,2024-07-18,Queens,Americano,hot,1,5.6,5.6,Apple Pay,Member,C0727
ORD10613,2024-07-19,Boston,Americano,hot,1,5.6,5.6,Google Pay,Regular,C0125
ORD11060,2024-07-19,Brooklyn,Americano,hot,1,4.8,4.8,Credit Card,Member,C0212
ORD12246,2024-07-19,Boston,Hot Chocolate,hot,2,4.5,9.0,Apple Pay,Regular,C0731
ORD12704,2024-07-19,Manhattan,Matcha Latte,hot,1,8.4,8.4,Google Pay,Member,C0706
ORD12719,2024-07-19,Chicago,Smoothie,cold,2,9.8,19.6,Google Pay,Regular,C0134
ORD12854,2024-07-19,Portland,Espresso,hot,1,4.2,4.2,Credit Card,Regular,C0596
ORD12930,2024-07-19,Austin,Espresso,hot,2,3.5,7.0,Google Pay,Regular,C0663
ORD10675,2024-07-20,Manhattan,Matcha Latte,hot,1,7.2,7.2,Credit Card,Regular,C0532
